Symbol,Name,Sector,Industry,Country,Currency,Exchange,Website,Current Price,Market Cap,Enterprise Value,PE Ratio,Forward PE,PEG Ratio,Price to Book,Price to Sales,Book Value per Share,Revenue per Share,Revenue Growth (YoY),Earnings Growth (YoY),EBITDA Margins,Gross Margins,Operating Margins,Profit Margins,Dividend Rate,Dividend Yield,Payout Ratio,Five-Year Avg. Dividend Yield,Ex-Dividend Date,Free Cash Flow,Operating Cash Flow,Total Cash,Cash per Share,Total Debt,Net Debt,Debt to Equity,Current Ratio,Quick Ratio,Beta,52-Week High,52-Week Low,Average Volume,Regular Market Volume,Current Price Change (%),1-Year Return,Insider Ownership,Institutional Ownership,Short Ratio,Target High Price,Target Low Price,Target Mean Price,Recommendation Mean,Number of Analyst Opinions,Return on Assets,Return on Equity,Enterprise to EBITDA,Trailing EPS,Forward EPS,Total Revenue
ATMCU,AlphaTime Acquisition Corp,Financial Services,Shell Companies,United States,USD,NGM,N/A,11.5,N/A,80085424,N/A,N/A,N/A,1.6572993,N/A,6.939,N/A,N/A,-0.278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-147621,1473,N/A,1042500,N/A,2.186,0.026,0.001,N/A,13.85,10.83,2623,300,N/A,0.059907794,N/A,0.00841,0.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATMCW,AlphaTime Acquisition Corp,Financial Services,Shell Companies,United States,USD,NGM,N/A,0.02,N/A,N/A,N/A,N/A,N/A,0.0028822597,N/A,6.939,N/A,N/A,-0.278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-147621,1473,N/A,1042500,N/A,2.186,0.026,0.001,N/A,0.02,0.02,N/A,50074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATMP,Barclays ETN+ Select MLP ETN,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.7148,20.81,22889,6437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATMU,Atmus Filtration Technologies Inc.,Industrials,Pollution & Treatment Controls,United States,USD,NYQ,https://Atmus.com,43.26,3594736896,4034635264,20.120928,17.044111,N/A,16.244835,2.1621177,2.663,19.959,0.019,0.156,0.17930001,0.28738,0.15853,0.10844,0.2,0.0046,0.0233,N/A,1730332800,41962500,127100000,196800000,2.368,636700032,N/A,287.839,2.115,1.234,N/A,44.66,20.75,830834,900266,N/A,1.06,0.00559,1.02509,3.58,51.0,39.0,46.85714,1.71429,7,0.15312,1.4108,13.535,2.15,2.49,1662599936
ATMVR,AlphaVest Acquisition Corp,N/A,N/A,United States,USD,NGM,https://www.alphavestacquisition.com,0.1551,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.125,N/A,N/A,-0.288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-167350,-207006,13793,0.002,547532,N/A,N/A,0.074,0.015,N/A,0.1551,0.1551,N/A,700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.00775,N/A,N/A,N/A,N/A,N/A
ATMV,AlphaVest Acquisition Corp,Financial Services,Shell Companies,United States,USD,NGM,https://www.alphavestacquisition.com,11.23,78681080,79144752,27.390244,N/A,N/A,N/A,N/A,-0.125,N/A,N/A,-0.288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-167350,-207006,13793,0.002,547532,N/A,N/A,0.074,0.015,N/A,11.23,10.64,14195,7322,N/A,0.055451155,0.30371,0.65518,0.51,N/A,N/A,N/A,N/A,N/A,-0.00775,N/A,N/A,0.41,N/A,N/A
ATMVU,AlphaVest Acquisition Corp,Financial Services,Shell Companies,United States,USD,NGM,https://www.alphavestacquisition.com,11.31,N/A,79775320,N/A,N/A,N/A,N/A,N/A,-0.125,N/A,N/A,-0.288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-167350,-207006,13793,0.002,547532,N/A,N/A,0.074,0.015,N/A,12.32,10.75,17,147,N/A,0.050139308,N/A,0.00095,N/A,N/A,N/A,N/A,N/A,N/A,-0.00775,N/A,N/A,N/A,N/A,N/A
ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,United States,USD,NCM,https://180lifesciences.com,2.5,2567325,1720002,N/A,-5.4347825,N/A,N/A,N/A,-0.239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4449469,-4241737,1146288,1.182,442285,N/A,N/A,0.585,0.288,0.247,17.75,1.16,1989612,74495,N/A,-0.6434175,0.04343,0.03455,0.03,N/A,N/A,N/A,N/A,N/A,-0.63501,-3.98577,-0.195,-11.2,-0.46,N/A
ATNFW,180 Life Sciences Corp.,Healthcare,Biotechnology,United States,USD,NCM,https://180lifesciences.com,0.0081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.239,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4449469,-4241737,1146288,1.182,442285,N/A,N/A,0.585,0.288,0.247,0.0099,0.0077,N/A,67260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.63501,-3.98577,N/A,N/A,N/A,N/A
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,United States,USD,NMS,https://www.atni.com,19.36,292610912,1071977472,N/A,-60.500004,N/A,0.58498263,0.3914564,33.095,48.867,-0.066,N/A,0.23938,0.56201,0.024939999,-0.04794,0.96,0.0496,0.6869,1.94,1727654400,26142000,119574000,100999000,6.81,707457984,N/A,105.716,1.213,0.883,0.62,39.88,18.2,72987,73786,N/A,-0.379686,0.33256,0.65593004,2.04,41.0,27.0,32.66667,N/A,3,0.01002,-0.06152,5.991,-2.69,-0.6,747492992
ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,ASE,https://www.actiniumpharma.com,1.5,46793848,-32783280,N/A,-1.5570341,N/A,1.1398176,577.70184,1.316,0.003,N/A,N/A,N/A,1.0,-576.65436,N/A,N/A,N/A,N/A,N/A,N/A,-20060124,-33961000,86037000,2.762,1849000,N/A,4.218,8.95,8.844,0.146,10.24,1.33,325279,628241,N/A,-0.67248905,0.01789,0.30107,5.72,9.0,2.0,4.56667,1.66667,6,-0.30907,-0.87961996,0.705,-1.51,-0.69,81000
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,USD,NYQ,https://www.atmosenergy.com,144.89,22491707392,29419591680,21.401772,18.87139,N/A,1.8460852,5.4926343,78.485,27.161,0.059,0.148,0.48645002,0.57717997,0.32149,0.2509,3.48,0.024,0.466,2.45,1732492800,-1562511872,1641298944,948171008,6.108,7876078080,N/A,64.648,1.735,1.36,0.672,148.39,110.46,796798,1155439,N/A,0.28312075,0.00307,1.0007,7.09,156.0,115.0,143.25,2.41667,10,0.03579,0.090179995,14.769,6.77,7.14,4094885120
ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,United States,USD,NCM,https://atomera.com,5.79,166625200,151596368,N/A,-12.319149,N/A,10.302491,251.69969,0.562,0.025,N/A,N/A,N/A,0.79153997,-218.18182,N/A,N/A,N/A,N/A,N/A,N/A,-6265000,-13116000,17342000,0.603,2313000,N/A,14.554,5.255,5.14,1.448,9.19,2.31,268262,677676,N/A,-0.1547445,0.04725,0.22823,11.35,7.0,7.0,7.0,N/A,1,-0.53540003,-1.03844,-8.376,-0.7,-0.45,662000
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.atossatherapeutics.com,1.28,161025280,86259608,N/A,-5.12,N/A,2.1843002,N/A,0.586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-12761625,-19550000,74766000,0.594,N/A,N/A,N/A,13.304,12.9,1.232,2.31,0.67,566181,1322754,N/A,0.7297298,0.00058,0.28225002,30.34,7.0,4.0,5.83333,1.5,3,-0.20346001,-0.31304002,-2.928,-0.21,-0.27,N/A
ATR,"AptarGroup, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,NYQ,https://www.aptar.com,166.49,11078794240,11922679808,33.43173,28.075888,N/A,4.360546,3.1004534,38.181,54.011,0.018,0.175,0.213,0.37453997,0.1566,0.09402,1.8,0.0108,0.3373,1.24,1729728000,318361632,684811008,327911008,4.928,1157172992,N/A,45.315,1.622,1.015,0.567,178.03,122.29,277153,620423,N/A,0.30764997,0.0056,0.92304003,1.54,215.0,164.0,188.0,N/A,5,0.070089996,0.14077,15.665,4.98,5.93,3573282048
ATPC,Agape ATP Corporation,Consumer Defensive,Packaged Foods,Malaysia,USD,NCM,https://www.agapeatpgroup.com,1.45,5587546,2690143,N/A,N/A,N/A,1.277533,4.054626,1.135,0.36,0.03,N/A,-1.77225,0.6423,-1.4489701,-1.7806599,N/A,N/A,N/A,N/A,N/A,-1996764,-2915648,3160984,0.821,357356,N/A,11.0,4.724,3.954,0.527,24.6,1.36,2858438,17141,N/A,-0.92376447,0.25474,0.00738,0.97,N/A,N/A,N/A,N/A,N/A,-0.50826,-1.2161499,-1.101,-0.6,N/A,1378067
ATRA,"Atara Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://www.atarabio.com,12.0,69117000,87498600,N/A,-1.3074744,N/A,N/A,1.107875,-23.305,12.263,28.927,N/A,-2.5987,-2.01896,-0.62413,-2.90201,N/A,N/A,N/A,N/A,N/A,-2966750,-142008992,35292000,7.18,52702000,N/A,N/A,0.421,0.254,0.495,39.5,6.5,145029,107983,N/A,-0.13978493,0.22151,0.50825,7.11,21.0,10.0,14.75,2.28571,4,-0.57482,N/A,-0.54,-25.32,-8.77,62387000
ATRC,"AtriCure, Inc.",Healthcare,Medical Instruments & Supplies,United States,USD,NGM,https://www.atricure.com,35.03,1707828096,1654619392,N/A,-55.133224,N/A,3.6722927,3.8157532,9.539,9.564,0.179,N/A,-0.03591,0.74786,-0.06389,-0.08696,N/A,N/A,N/A,N/A,N/A,11411000,10398000,130335000,2.673,77128000,N/A,16.586,3.618,2.489,1.408,43.0,18.94,576304,591721,N/A,-0.16475916,0.03183,1.03556,3.86,60.0,36.0,44.22222,N/A,9,-0.03513,-0.08389,-102.95,-0.83,-0.63,447572992
ATRO,Astronics Corporation,Industrials,Aerospace & Defense,United States,USD,NMS,https://www.astronics.com,16.54,577160000,783524992,N/A,11.446367,N/A,2.325974,0.73788834,7.111,22.48,0.25,N/A,0.06048,0.20233,0.03805,-0.00819,N/A,N/A,N/A,1.82,759456000,-2704375,2475000,5177000,0.147,205462000,N/A,82.447,2.827,1.324,1.835,23.74,14.58,146803,303582,N/A,0.06709683,0.021459999,0.76454,4.4,28.0,20.0,24.0,2.5,2,0.02182,-0.02661,16.563,-0.16,1.04,782177984
ATS,ATS Corporation,Industrials,Specialty Industrial Machinery,Canada,USD,NYQ,https://www.atsautomation.com,28.14,2728569600,4278110976,30.258064,17.424149,N/A,1.6185436,0.9572018,17.386,28.95,-0.167,N/A,0.13779001,0.2911,0.06682,0.04557,N/A,N/A,N/A,N/A,N/A,-19788624,39844000,247712992,2.53,1766608000,N/A,104.676,2.084,1.62,1.355,44.7,24.82,150768,117966,N/A,-0.27846152,0.00971,0.89185,21.09,40.0,40.0,40.0,2.25,1,0.045,0.0799,10.892,0.93,N/A,2850568960
ATSG,"Air Transport Services Group, Inc.",Industrials,Airlines,United States,USD,NMS,https://www.atsginc.com,22.02,1448033024,3018029312,N/A,19.31579,N/A,0.9796245,0.7379565,22.478,30.203,-0.099,N/A,0.23062,0.34485,0.0437,-0.00117,N/A,N/A,N/A,N/A,N/A,11998000,527064000,44873000,0.687,1624572032,N/A,110.648,0.815,0.603,0.809,22.27,11.62,862035,1110065,N/A,0.36685288,0.2223,0.81371003,6.34,27.0,15.0,21.9,2.6,5,0.014880001,-0.00204,6.669,-0.01,1.08,1962220032
ATUS,"Altice USA, Inc.",Communication Services,Telecom Services,United States,USD,NYQ,https://www.alticeusa.com,2.47,1139136768,26191640576,N/A,6.404273,N/A,N/A,0.12627609,-0.926,19.688,-0.039,N/A,0.37666,0.67630994,0.20268999,-0.01847,N/A,N/A,N/A,N/A,1528329600,109335504,1638691968,250000992,0.542,25296891904,N/A,N/A,0.407,0.267,1.523,3.66,1.52,3592373,2788163,N/A,0.042194128,0.11326,0.54363996,12.26,5.0,1.0,2.28,3.05556,15,0.03553,N/A,7.708,-0.37,0.03,9021001728
ATXG,Addentax Group Corp.,Industrials,Integrated Freight & Logistics,China,USD,NCM,https://www.addentax.com,0.618,3735049,9336911,N/A,N/A,N/A,0.12773873,0.75420797,4.838,1.037,-0.191,N/A,-0.13929,0.21824,-0.59341997,-0.32345,N/A,N/A,N/A,N/A,N/A,10902213,506220,19140830,3.167,24733626,N/A,97.043,6.736,5.014,-29.15,1.771,0.485,45943,11216,N/A,-0.485,0.14354,0.064899996,0.92,N/A,N/A,N/A,N/A,N/A,-0.01856,-0.06431,-13.536,-0.13,N/A,4952280
ATXI,"Avenue Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.avenuetx.com,1.93,2762524,-3093483,0.05149413,-0.9846938,N/A,0.48201793,N/A,4.004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-13072750,-8586000,4919000,3.437,N/A,N/A,N/A,4.296,4.237,-0.179,26.475,1.6,45231,105565,N/A,-0.87197345,0.09852,0.10333,0.73,8.0,8.0,8.0,2.0,1,-2.01345,N/A,N/A,37.48,-3.14,N/A
ATXS,"Astria Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.astriatx.com,9.37,528788448,298456704,N/A,-5.0648646,N/A,2.1995304,N/A,4.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-56598376,-94088000,344283008,5.954,5638000,N/A,1.65,22.377,21.895,N/A,16.9,4.405,311937,271737,N/A,1.0593407,0.0047400002,1.01852,14.25,35.0,16.0,25.14286,1.14286,7,-0.22719999,-0.3803,N/A,-2.38,-1.77,N/A
ATYR,"aTyr Pharma, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.atyrpharma.com,2.905,243852672,191249696,N/A,-3.5613146,N/A,3.3700695,1037.6709,0.862,0.003,N/A,N/A,N/A,N/A,-289.58722,N/A,N/A,N/A,N/A,N/A,N/A,-41668124,-67049000,65987000,0.786,13570000,N/A,20.832,5.406,4.804,1.101,3.8,1.14,802276,1382873,N/A,1.4618645,0.02159,0.63184,1.19,35.0,9.0,21.28571,1.57143,7,-0.39258,-0.78137,-2.84,-0.94,-0.79,235000
AU,AngloGold Ashanti plc,Basic Materials,Gold,United States,USD,NYQ,https://www.anglogoldashanti.com,23.83,10021920768,11149584384,17.917294,8.130941,N/A,2.4294016,1.8912854,9.809,12.668,0.308,N/A,0.38422,0.31893,0.27096,0.10606,0.44,0.0185,0.3083,0.66,1724976000,N/A,1682000000,1232000000,2.928,2310000128,N/A,55.369,1.729,1.053,0.969,32.57,15.8,2227278,1484986,N/A,0.40176475,0.00221,0.88816,4.61,37.0,30.0,33.5,3.0,2,N/A,N/A,5.476,1.33,2.75,5298999808
AUB,Atlantic Union Bankshares Corporation,Financial Services,Banks - Regional,United States,USD,NYQ,https://www.atlanticunionbank.com,42.48,3813709824,4303587840,17.699999,13.485714,N/A,1.198409,5.1457,35.447,8.989,0.233,0.203,N/A,N/A,0.48679,0.28099,1.36,0.032,0.53330004,3.45,1731024000,N/A,249382000,619488000,6.9,1109191936,N/A,N/A,N/A,N/A,0.881,43.57,30.22,804671,1521605,N/A,0.32089555,0.01017,0.76859003,2.96,47.0,41.0,44.0,1.75,4,0.00915,0.07476,N/A,2.4,3.15,741145024
AUBN,"Auburn National Bancorporation, Inc.",Financial Services,Banks - Regional,United States,USD,NGM,https://www.auburnbank.com,22.4585,78463264,-11366761,93.57709,N/A,N/A,0.9303824,3.4107049,24.139,6.585,0.104,0.165,N/A,N/A,0.29151,0.03704,1.08,0.0481,4.5,3.75,1733788800,N/A,9218000,89830000,25.712,N/A,N/A,N/A,N/A,N/A,0.56,25.25,16.48,6450,4199,N/A,0.06952381,0.34867,0.086,0.3,N/A,N/A,N/A,N/A,N/A,0.00084,0.01169,N/A,0.24,N/A,23005000
AUDC,AudioCodes Ltd.,Technology,Communication Equipment,Israel,USD,NMS,https://www.audiocodes.com,8.21,244744208,236721776,20.525,10.0530205,N/A,1.327405,1.0023066,6.185,8.046,-0.022,-0.346,0.097200006,0.65457,0.08087,0.04993,0.36,0.0438,0.9,1.93,1723680000,-10745375,29221000,47969000,1.587,36601000,N/A,19.584,2.03,1.579,0.866,14.45,7.7,82626,32139,N/A,-0.22400755,0.22650999,0.52289003,1.87,11.0,9.0,9.66667,3.0,3,0.03873,0.066599995,9.974,0.4,0.82,244180992
AUGM,FT Vest U.S. Equity Max Buffer ETF - August,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.85,31.08,22100,2598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUGP,PGIM US Large-Cap Buffer 12 ETF - August,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.1786,24.7253,412,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUGT,AllianzIM U.S. Large Cap Buffer10 Aug ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.33,24.89,65300,21571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUGU,AllianzIM U.S. Equity Buffer15 Uncapped Aug ETF,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.691,23.99,6638,2334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUGZ,TrueShares Structured Outcome (August) ETF,N/A,N/A,N/A,USD,BTS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.9,33.541,5744,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUGW,AllianzIM U.S. Large Cap Buffer20 Aug ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.96,24.98,70324,62012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUID,authID Inc.,Technology,Software - Infrastructure,United States,USD,NCM,https://authid.ai,6.88,75135792,63654232,N/A,N/A,N/A,4.8179274,99.040375,1.428,0.079,4.737,N/A,N/A,1.0,-14.11456,N/A,N/A,N/A,N/A,N/A,N/A,-5361997,-10626051,11718392,1.073,236769,N/A,1.518,6.97,6.55,2.559,13.63,5.359,24504,5095,N/A,0.015048742,0.1872,0.10032,12.32,N/A,N/A,N/A,N/A,N/A,-0.62759995,-1.12648,-4.733,-1.11,N/A,758638
AUMI,Themes Gold Miners ETF,N/A,N/A,N/A,USD,NGM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.92,23.502,2169,2361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUMN,Golden Minerals Company,Basic Materials,Other Precious Metals & Mining,United States,USD,ASE,https://www.goldenminerals.com,0.2856,4293996,3084009,N/A,-0.6346667,N/A,N/A,1.5270256,-0.131,0.23,N/A,N/A,-2.37624,-0.76778,-2.67105,N/A,N/A,N/A,N/A,N/A,N/A,346625,-10434000,1438000,0.096,228000,N/A,N/A,0.518,0.377,0.232,0.79,0.21,206306,132441,N/A,-0.42000002,0.03382,0.087869994,1.31,1.5,1.5,1.5,N/A,1,-0.44166002,-4.95476,-0.462,-0.78,-0.41,2812000
AUNA,N/A,Healthcare,Medical Care Facilities,Luxembourg,USD,NYQ,https://aunainvestors.com/English,7.01,518162400,4470345216,N/A,8.398529,N/A,0.35046494,0.12242212,20.002,80.98,0.185,0.274,0.20058,0.37554002,0.16307,-0.06177,N/A,N/A,N/A,N/A,N/A,158682752,585025024,260020992,3.514,4057014016,N/A,248.177,0.821,0.638,N/A,10.85,6.17,54448,22675,N/A,-0.26979166,0.222,0.70881,10.25,22.7,11.0,15.0,N/A,6,0.056420002,-0.13607,5.266,-0.91,0.85,4232588032
AUPH,Aurinia Pharmaceuticals Inc.,Healthcare,Biotechnology,Canada,USD,NGM,https://www.auriniapharma.com,8.12,1162613504,902231680,N/A,14.121739,N/A,2.9952047,5.2759495,2.711,1.536,0.243,N/A,0.00225,0.76858,0.17334999,-0.102340005,N/A,N/A,N/A,N/A,N/A,38910500,28586000,348235008,2.432,87851000,N/A,22.642,5.603,4.894,1.456,10.05,4.71,1246989,1415187,N/A,-0.121212125,0.07081,0.4278,8.86,13.0,8.0,10.83571,1.71429,7,-0.02155,-0.05783,1822.69,-0.15,0.54,220360992
AUR,"Aurora Innovation, Inc.",Technology,Information Technology Services,United States,USD,NMS,https://aurora.tech,4.99,8574915072,7450940416,N/A,-10.967032,N/A,4.235993,N/A,1.178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-368624992,-602000000,1248000000,0.726,124000000,N/A,6.145,13.71,13.419,2.835,7.005,2.06,9057078,10377815,N/A,1.2477477,0.25067,0.68224996,10.85,7.0,2.5,4.418,2.8,5,-0.21244,-0.35983002,-9.753,-0.47,-0.45,N/A
AURA,"Aura Biosciences, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.aurabiosciences.com,9.47,473040704,317747392,N/A,-4.638905,N/A,2.6987746,N/A,3.509,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-47352500,-73240000,174376992,3.491,19084000,N/A,10.926,12.47,11.851,0.332,12.378,6.63,170743,279755,N/A,0.13959086,0.05104,0.7407,5.63,24.0,20.0,22.42857,1.375,7,-0.30216,-0.50992,-3.46,-1.73,-2.03,N/A
AUROW,"Aurora Innovation, Inc.",Technology,Information Technology Services,United States,USD,NMS,https://aurora.tech,0.68,N/A,N/A,N/A,N/A,N/A,0.5772496,N/A,1.178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-368624992,-602000000,1248000000,0.726,124000000,N/A,6.145,13.71,13.419,2.835,0.735,0.6601,N/A,31231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.21244,-0.35983002,N/A,-2.271,N/A,N/A
AUSF,Global X Adaptive U.S. Factor ETF,N/A,N/A,N/A,USD,PCX,N/A,N/A,N/A,N/A,23.409513,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.55,34.0,36787,26717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AUST,Austin Gold Corp.,Basic Materials,Gold,Canada,USD,ASE,https://www.austin.gold,1.68,22296624,16575827,N/A,-12.923077,N/A,2.2641509,N/A,0.742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2624401,-2614248,5720713,0.431,N/A,N/A,N/A,55.521,51.567,0.921,3.19,0.62,221884,482457,N/A,1.3013699,0.50111,0.06925,0.37,N/A,N/A,N/A,N/A,N/A,-0.18581,-0.35867,-7.042,-0.31,-0.13,N/A
AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom,USD,NMS,https://www.autolus.com,3.08,819655744,463645536,N/A,-4.0777416,N/A,1.7177914,81.22642,1.793,0.043,N/A,N/A,N/A,-2.23298,-21.13537,N/A,N/A,N/A,N/A,N/A,N/A,-171182752,-193170000,657067008,2.469,301172000,N/A,63.143,13.685,12.522,N/A,7.45,2.94,1241071,2708778,N/A,-0.30158728,0.18088,0.76205003,5.68,13.0,7.0,10.375,1.3,8,-0.21611,-0.82199997,-2.252,-1.14,-0.73,10091000
AUUD,Auddia Inc.,Technology,Software - Application,United States,USD,NCM,https://www.auddiainc.com,0.51,2893576,-793222,N/A,-0.60714287,N/A,0.47134933,N/A,1.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4571817,-4902578,3773827,0.665,87028,N/A,1.418,7.831,7.681,N/A,11.75,0.481,2486737,135149,N/A,-0.89375,0.02813,0.02706,1.31,25.0,25.0,25.0,3.0,1,-0.7531,-2.02838,0.128,-5.16,-1.9,N/A
AUUDW,Auddia Inc.,Technology,Software - Application,United States,USD,NCM,https://www.auddiainc.com,0.0287,N/A,N/A,N/A,N/A,N/A,0.026524954,N/A,1.082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-4571817,-4902578,3773827,0.665,87028,N/A,1.418,7.831,7.681,N/A,0.0287,0.0287,N/A,2395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.7531,-2.02838,N/A,N/A,N/A,N/A
AVA,Avista Corporation,Utilities,Utilities - Diversified,United States,USD,NYQ,https://www.investor.avistacorp.com/,37.75,2989150720,6057932288,14.920949,14.723089,N/A,1.1823478,1.5547521,31.928,24.563,0.037,0.211,0.29974002,0.58421004,0.1278,0.10245,1.9,0.050300002,0.7451,4.35,1732579200,-102518624,497980000,9124000,0.115,3077904896,N/A,121.748,0.75,0.231,0.463,39.99,31.91,461126,476353,N/A,0.08104241,0.00874,0.89246005,6.33,49.0,35.0,39.25,2.8,4,0.025039999,0.079780005,10.512,2.53,2.58,1922589952
