Symbol,Name,Sector,Industry,Country,Currency,Exchange,Website,Current Price,Market Cap,Enterprise Value,PE Ratio,Forward PE,PEG Ratio,Price to Book,Price to Sales,Book Value per Share,Revenue per Share,Revenue Growth (YoY),Earnings Growth (YoY),EBITDA Margins,Gross Margins,Operating Margins,Profit Margins,Dividend Rate,Dividend Yield,Payout Ratio,Five-Year Avg. Dividend Yield,Ex-Dividend Date,Free Cash Flow,Operating Cash Flow,Total Cash,Cash per Share,Total Debt,Net Debt,Debt to Equity,Current Ratio,Quick Ratio,Beta,52-Week High,52-Week Low,Average Volume,Regular Market Volume,Current Price Change (%),1-Year Return,Insider Ownership,Institutional Ownership,Short Ratio,Target High Price,Target Low Price,Target Mean Price,Recommendation Mean,Number of Analyst Opinions,Return on Assets,Return on Equity,Enterprise to EBITDA,Trailing EPS,Forward EPS,Total Revenue
AACG,ATA Creativity Global,Consumer Defensive,Education & Training Services,China,USD,NGM,https://ir.atai.net.cn/,1.01,31788638,63820476,N/A,-1.020202,N/A,0.480038,0.12677258,2.104,7.962,0.131,N/A,-0.11724,0.51831,-0.26191,-0.16271,N/A,N/A,N/A,N/A,1535328000,N/A,N/A,39391128,0.625,39645840,N/A,59.868,0.162,0.109,0.782,1.65,0.5,52301,33101,N/A,0.108695626,0.07195,0.16389,2.26,N/A,N/A,N/A,N/A,N/A,-0.06877,-0.48075,-2.171,-0.18,-0.99,250753248
AADI,"Aadi Bioscience, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://aadibio.com,2.28,56196072,-5476946,N/A,-1.824,N/A,0.81486773,2.2415664,2.798,0.929,0.21,N/A,-2.52872,-1.0986,-1.49404,-2.4605901,N/A,N/A,N/A,N/A,N/A,-35620500,-54141000,62619000,2.541,946000,N/A,1.374,4.889,4.374,0.369,5.7,1.21,160885,196697,N/A,-0.52966106,0.09961,0.49060002,3.24,2.0,1.75,1.875,3.0,2,-0.35269,-0.65953004,0.086,-2.28,-1.01,25070000
AAL,American Airlines Group Inc.,Industrials,Airlines,United States,USD,NMS,https://www.aa.com,14.2,9331260416,39725113344,33.809525,6.928621,N/A,N/A,0.17404847,-7.387,81.697,0.012,N/A,0.094510004,0.24033001,0.049099997,0.00513,N/A,N/A,N/A,1.27,1580774400,445375008,2233999872,8949999616,13.62,39173001216,N/A,N/A,0.566,0.422,1.399,16.15,9.07,33293058,20527918,N/A,0.17465472,0.012510001,0.57028997,1.94,20.0,10.0,14.17,2.59091,19,0.02753,N/A,7.84,0.42,2.02,53612998656
AAME,Atlantic American Corporation,Financial Services,Insurance - Life,United States,USD,NGM,https://www.atlam.com,1.63,33251674,53437592,N/A,N/A,N/A,0.31018078,0.17877148,5.255,9.117,-0.031,N/A,-0.00189,0.080570005,0.00037999998,-0.01694,0.02,0.0117999995,0.1429,0.65,1712793600,10483625,2615000,21213000,1.04,40120000,N/A,39.852,1.331,0.947,0.462,3.0,1.43,4576,2135,N/A,-0.17616582,0.80286,0.05483,9.39,N/A,N/A,N/A,N/A,N/A,-0.0014599999,-0.030869998,-151.811,-0.36,N/A,186000992
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,United States,USD,NGM,https://www.ao-inc.com,35.5,1600276096,1623006336,N/A,48.29932,N/A,7.506872,7.636836,4.729,5.35,0.042,N/A,-0.23263,0.26092,-0.25398,-0.38606998,N/A,N/A,N/A,N/A,N/A,-38015376,-43360000,34124000,0.757,121316000,N/A,57.201,1.609,0.933,1.961,38.86,6.7,3133157,6401092,N/A,1.61273,0.05264,0.68160003,4.38,27.5,14.0,22.375,1.75,4,-0.10998999,-0.41441002,-33.294,-2.04,0.73,209547008
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,United States,USD,NMS,https://www.aaon.com,135.56,11018262528,11055407104,59.45614,46.04166,N/A,13.821371,9.109353,9.808,14.862,0.168,-0.686,0.25689,0.35652,0.0399,0.15784,0.32,0.0023999999,0.14039999,0.55,1732838400,87713872,243436992,2859000,0.035,40000000,N/A,8.581,3.06,1.717,0.791,144.07,61.09,395007,457602,N/A,1.0687764,0.17464,0.73845,6.17,150.0,102.0,125.8,2.14286,5,0.1598,0.25811002,35.58,2.28,2.93,1209554944
AAPL,Apple Inc.,Technology,Consumer Electronics,United States,USD,NMS,https://www.apple.com,228.52,3454262575104,3515411595264,37.523808,27.50307,N/A,60.66366,8.83364,3.767,25.485,0.061,-0.341,0.34437,0.46206,0.31171,0.23971,1.0,0.0044,0.1612,0.63,1731024000,110846001152,118254002176,65171001344,4.311,119058997248,N/A,209.059,0.867,0.745,1.24,237.49,164.08,48004522,40355157,N/A,0.20545352,0.02056,0.6185,3.24,300.0,184.0,244.47739,1.89362,42,0.21464,1.5741299,26.106,6.09,8.31,391034994688
ABAT,American Battery Technology Company,Basic Materials,Other Industrial Metals & Mining,United States,USD,NCM,https://americanbatterytechnology.com,0.76,56636488,60741056,N/A,-5.428571,N/A,0.7916667,164.8806,0.96,0.007,N/A,N/A,N/A,N/A,-35.172802,N/A,N/A,N/A,N/A,N/A,N/A,-25603900,-16736231,7001786,0.097,6501665,N/A,10.577,1.165,0.508,1.854,6.45,0.73,604503,852993,N/A,-0.8233945,0.05763,0.07406,14.57,9.0,9.0,9.0,N/A,1,-0.30784,-0.85831,-1.695,-1.0,-0.14,343500
ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology,Canada,USD,NMS,https://www.abcellera.com,2.72,803395584,216887968,N/A,-4.0296297,N/A,0.74459344,24.373386,3.653,0.112,-0.014,N/A,N/A,N/A,-14.39419,N/A,N/A,N/A,N/A,N/A,N/A,-105576000,-120167000,643139008,2.177,71399000,N/A,6.623,9.336,8.878,0.351,6.055,2.335,2182292,1426312,N/A,-0.39729118,0.27987,0.38209,9.57,28.0,5.0,12.28571,1.44444,7,-0.13256,-0.15551,-0.976,-0.61,-0.66,32962000
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,United States,USD,NCM,https://www.abeonatherapeutics.com,5.79,251697088,158177664,N/A,-5.1466665,N/A,10.357781,Infinity,0.559,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-20499376,-42203000,122708000,2.833,23165000,N/A,31.628,7.475,7.383,1.505,9.01,3.05,264038,306454,N/A,0.33410668,0.05104,0.77542996,10.79,21.0,9.5,16.75,1.2,6,-0.37814,-1.2738,-2.889,-2.05,-1.48,N/A
ABL,"Abacus Life, Inc.",Financial Services,Insurance - Life,United States,USD,NCM,https://abacuslife.com,8.71,650452352,810448704,N/A,10.557576,N/A,2.521714,6.3516192,3.454,1.547,0.333,N/A,0.27231002,0.90904,0.23292999,-0.116459996,N/A,N/A,N/A,N/A,N/A,31597312,-131117952,22428670,0.3,182516832,N/A,70.76,1.291,1.204,0.148,13.25,6.556,84012,37741,N/A,0.2657143,0.83114,0.17766,12.63,16.0,13.0,14.125,1.25,4,0.03358,-0.05789,29.063,-0.22,0.81,102407328
ABLV,Able View Global Inc.,Communication Services,Advertising Agencies,China,USD,NCM,https://www.ableview.com,0.86,36015424,38752520,3.5833335,N/A,N/A,3.1734319,0.24171454,0.271,3.776,-0.203,0.001,0.090900004,0.24837999,0.0779,0.06544,N/A,N/A,N/A,N/A,N/A,16094051,23573330,13328156,0.316,15858496,N/A,138.92,3.101,1.823,2.873,3.94,0.67,15458,31687,N/A,-0.70242214,0.40058997,0.39738998,1.08,N/A,N/A,N/A,N/A,N/A,0.15203,1.15065,2.861,0.24,N/A,148999824
ABLVW,Able View Global Inc.,Communication Services,Advertising Agencies,China,USD,NCM,https://www.ableview.com,0.019,N/A,N/A,N/A,N/A,N/A,0.0701107,N/A,0.271,3.776,-0.203,0.001,0.090900004,0.24837999,0.0779,0.06544,N/A,N/A,N/A,N/A,N/A,16094051,23573330,13328156,0.316,15858496,N/A,138.92,3.101,1.823,2.873,0.019,0.019,N/A,1131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.15203,1.15065,N/A,N/A,N/A,148999824
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,USD,NMS,https://www.airbnb.com,133.26,83257106432,75506360320,46.27083,30.35964,N/A,10.016536,7.6805444,13.304,17.057,0.099,-0.678,0.15434,0.83072,0.40862998,0.16956,N/A,N/A,N/A,N/A,N/A,3363000064,4115000064,11253000192,18.011,2259000064,N/A,26.614,1.616,1.008,1.156,170.1,110.38,4341465,4059806,N/A,0.053595066,0.00826,0.80049,4.72,195.0,85.0,137.36667,2.84783,36,0.046630003,0.20873,45.132,2.88,4.5,10840000512
ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://acumenpharm.com,2.31,138784336,-31570712,N/A,-1.512265,N/A,0.6390041,N/A,3.615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-41690752,-67314000,200343008,3.335,29988000,N/A,13.807,10.426,10.06,0.039,5.09,2.08,192319,128153,N/A,N/A,0.11236,0.78488,7.19,15.0,6.0,10.8,1.16667,5,-0.20987,-0.32834998,0.34,-1.38,-1.53,N/A
ABSI,Absci Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.absci.com,2.55,292882784,177803184,N/A,-3.4931505,N/A,1.4463981,69.617966,1.763,0.04,1.286,N/A,N/A,N/A,-16.98707,N/A,N/A,N/A,N/A,N/A,N/A,-36257124,-70360000,127068000,1.106,11989000,N/A,5.955,5.626,4.817,2.187,6.72,1.35,1008712,1673452,N/A,0.86111116,0.20087999,0.62399,15.79,13.0,6.0,8.28571,1.625,7,-0.27396,-0.4911,-1.982,-0.93,-0.71,4207000
ABTS,Abits Group Inc.,Financial Services,Capital Markets,Hong Kong,USD,NCM,https://www.abitsgroup.com,0.6399,22751454,22359904,N/A,N/A,N/A,2.0186121,4.257472,0.317,0.15,503.624,N/A,0.25571,0.33421,-0.09711,-1.70216,N/A,N/A,N/A,N/A,N/A,-3635987,2297204,396583,0.011,N/A,N/A,N/A,0.833,0.431,2.706,1.6,0.376,111920,41045,N/A,-0.36836737,0.21888,0.00208,2.92,N/A,N/A,N/A,N/A,N/A,-0.0777,-0.57313997,16.363,-0.26,N/A,5343888
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,United States,USD,NMS,https://www.arbutusbio.com,3.46,655642304,530818400,N/A,-7.0325203,N/A,6.134752,97.24745,0.564,0.037,-0.713,N/A,N/A,N/A,-13.0478,N/A,N/A,N/A,N/A,N/A,N/A,-39811624,-71827000,127794000,0.674,6761000,N/A,6.325,7.017,6.854,1.916,4.72,1.79,1141855,918772,N/A,0.8395722,0.22221,0.53797,8.08,9.803,5.569,7.2814,1.8,5,-0.32828,-0.67807996,-6.881,-0.43,-0.34,6742000
ABVC,"ABVC BioPharma, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.abvcpharma.com,0.5499,6733250,8672042,N/A,-1.2497727,N/A,0.5187736,49.36545,1.06,0.017,18.175,N/A,N/A,-0.24114001,-8.33724,N/A,N/A,N/A,N/A,N/A,N/A,-3194481,-3325643,199979,0.017,2732942,N/A,34.911,0.334,0.032,0.816,2.45,0.405,143442,88941,N/A,-0.71930695,0.22928,0.03013,0.7,N/A,N/A,N/A,N/A,N/A,-0.44551,-3.20362,-1.019,-0.81,-0.44,136396
ABVE,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.6121,17444850,134040328,N/A,N/A,N/A,N/A,0.047350008,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,4.07,0.34,132236,1093572,N/A,-0.8209115,0.19123,0.00777,0.36,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,-3.645,-1.48,N/A,368423392
ABVEW,Above Food Ingredients Inc.,Consumer Defensive,Packaged Foods,Canada,USD,NGM,https://abovefood.com,0.0181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.593,4.753,-0.234,N/A,-0.0998,-0.0173,-0.16506,-0.1447,N/A,N/A,N/A,N/A,N/A,15617327,7148748,952280,0.033,117527728,N/A,N/A,0.445,0.162,-0.009,0.02,0.0151,N/A,22033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.15508,N/A,N/A,N/A,N/A,368423392
ABVX,ABIVAX Société Anonyme,Healthcare,Biotechnology,France,USD,NGM,https://www.abivax.com,8.7,556359744,448528480,N/A,-3.030567,N/A,4.328358,61.605553,2.01,0.16,2.019,N/A,N/A,1.0,-11.78839,N/A,N/A,N/A,N/A,N/A,N/A,-89297752,-154706000,222316992,3.533,113362000,N/A,89.635,3.039,2.985,1.423,17.02,8.5089,116588,75553,N/A,-0.13980585,N/A,0.43589002,1.14,50.0,16.0,36.42857,N/A,7,-0.46692002,-1.71459,-2.64,-3.64,-3.02,9031000
ACAB,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,5.77,46398128,49274120,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,13.0,5.75,13095,156199,N/A,-0.4528302,0.92647004,0.072069995,0.78,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,-0.13,N/A,N/A
ACABU,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,8.05,N/A,67895768,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,12.54,8.05,47,1117,N/A,-0.23551756,N/A,1.0000001e-05,0.14,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACABW,Atlantic Coastal Acquisition Corp. II,Financial Services,Shell Companies,United States,USD,NGM,https://atlantic-coastal.com,0.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2690839,-4145984,236779,0.029,2385051,N/A,N/A,0.038,0.032,0.014,0.065,0.0441,N/A,199339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.060500003,N/A,N/A,N/A,N/A,N/A
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,United States,USD,NMS,https://www.acadia.com,16.18,2692222720,2191236096,20.743591,20.524921,N/A,4.662824,2.8972433,3.47,5.622,0.183,N/A,0.13403,0.62637,0.12637,0.13829,N/A,N/A,N/A,N/A,N/A,221724880,202727008,565329984,3.398,49370000,N/A,8.554,2.292,1.965,0.379,32.59,14.15,1356236,1064740,N/A,-0.27007627,0.0054699997,0.97129,8.43,39.0,11.0,25.10526,2.05,19,0.08717,0.27361,17.594,0.78,0.82,929235968
ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,USD,NCM,https://www.auroramj.com,4.3,237261968,231911735296,N/A,-13.030303,N/A,430.00003,0.7988968,0.01,0.033,0.285,N/A,0.03471,0.53117,-0.01727,-0.14708,N/A,N/A,N/A,N/A,N/A,-84084000,-42905000,84921000,0.002,100970000,N/A,17.32,3.829,1.146,2.697,9.35,2.84,973261,1028024,N/A,-0.11297071,N/A,0.13046,3.77,N/A,N/A,N/A,2.6,N/A,-0.01244,-0.05789,22498.227,-0.48,-0.11,296987008
ACCD,"Accolade, Inc.",Healthcare,Health Information Services,United States,USD,NMS,https://www.accolade.com,3.71,298792672,303250560,N/A,-31.440678,N/A,0.70478725,0.67749137,5.264,5.706,0.098,N/A,-0.12158,0.48238,-0.2364,-0.18160999,N/A,N/A,N/A,N/A,N/A,33368876,8180000,234350000,2.91,238808000,N/A,56.446,2.72,2.569,2.016,15.36,3.08,1242319,1967454,N/A,-0.5621156,0.03078,0.83516,2.91,9.5,5.0,7.08385,N/A,13,-0.07271,-0.18611999,-5.656,-1.02,-0.84,441028000
ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.adicetbio.com,0.914,75314512,-97815752,N/A,-0.70076436,N/A,0.23239256,N/A,3.933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-55261000,-90995000,224068992,2.719,19132000,N/A,8.137,12.754,12.515,1.698,3.77,0.9116,476374,842888,N/A,-0.18739498,0.01591,0.76435995,7.04,8.0,4.0,6.4,1.57143,5,-0.29298002,-0.57908,0.805,-1.7,-1.33,N/A
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,98.59,37093695488,36073377792,6.6167784,10.97971,N/A,1.7225773,2.1991875,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,N/A,N/A,N/A,N/A,1731888000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,116.47,72.85,1809785,1872935,N/A,0.10519636,0.02991,0.89879,2.4,141.0,104.0,121.06667,1.86667,15,0.04861,0.30441,6.975,14.9,9.04,16867000320
ACGLN,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,19.97,N/A,6613104128,4.2570877,N/A,N/A,0.34891847,N/A,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,1.14,0.0575,N/A,N/A,1734048000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,21.213,18.85,38250,16183,N/A,0.032915354,N/A,N/A,0.88,N/A,N/A,N/A,N/A,N/A,0.04861,0.30441,1.279,4.691,N/A,16867000320
ACGLO,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,Bermuda,USD,NMS,https://www.archgroup.com,22.77,13276937216,7662312448,4.853976,N/A,N/A,0.39784044,0.7871546,57.234,45.387,0.418,0.362,0.30663002,0.3977,0.24947001,0.33859003,1.36,0.060399998,N/A,5.68,1734048000,6641249792,6765000192,4426999808,11.814,2727000064,N/A,12.243,0.603,0.321,0.613,24.5,21.99,20347,20312,N/A,0.004005313,N/A,0.33071,0.56,N/A,N/A,N/A,N/A,N/A,0.04861,0.30441,1.481,4.691,N/A,16867000320
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,United States,USD,NMS,https://www.acadiahealthcare.com,38.59,3584447488,5674405376,12.652459,10.663786,N/A,1.168049,1.1479324,33.038,34.13,0.087,N/A,0.22075,0.43103,0.18047,0.089899994,N/A,N/A,N/A,N/A,N/A,-434516992,129296000,82145000,0.884,2010211968,N/A,63.897,1.07,0.937,1.334,87.77,36.5,1589379,1454294,N/A,-0.4685334,0.029660001,1.07595,2.95,80.0,43.0,61.33333,1.76923,12,0.06061,0.09762,8.232,3.05,3.67,3122524928
ACHL,Achilles Therapeutics plc,Healthcare,Biotechnology,United Kingdom,USD,NMS,https://www.achillestx.com,1.07,45706552,-46683944,N/A,-1.2298851,N/A,0.30880234,N/A,3.465,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-30137000,-48000000,95111000,2.315,4463000,N/A,3.865,8.242,7.937,1.344,1.76,0.63,682201,96517,N/A,0.304878,0.06515,0.59297,1.69,6.0,2.0,4.0,2.0,2,-0.26819,-0.44219002,0.708,-1.66,-1.87,N/A
ACHV,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,USD,NCM,https://www.achievelifesciences.com,4.33,148908272,115842464,N/A,-3.660619,N/A,4.747807,N/A,0.912,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-14935875,-24945000,42911000,1.248,9845000,N/A,31.375,6.779,6.389,1.583,5.98,3.03,108036,100815,N/A,-0.20772058,0.09724,0.59639,33.44,30.0,10.0,16.44444,1.125,9,-0.54089,-1.86035,-3.732,-1.12,-1.15,N/A
ACIC,American Coastal Insurance Corporation,Financial Services,Insurance - Property & Casualty,United States,USD,NCM,https://www.amcoastal.com,13.32,642090560,552424000,7.6551723,8.88,N/A,1.7961165,2.2081358,7.416,6.188,-0.235,N/A,0.43605,0.56001,-0.1003,0.29251,N/A,N/A,N/A,5.5,1646697600,166026128,290792992,188275008,4.357,159190000,N/A,46.73,0.972,0.311,-0.275,14.38,8.1,264180,113996,N/A,0.5669482,0.50034,0.24868,2.49,16.0,16.0,16.0,2.0,1,0.064109996,0.44618,4.357,1.74,1.5,290784000
ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,USD,NGM,https://www.acimmune.com,3.29,325522816,173663872,N/A,-108.47346,N/A,2.523006,7.944813,1.304,0.425,N/A,N/A,-0.87272,-0.49925998,0.28523,-0.97291,N/A,N/A,N/A,N/A,N/A,49502248,43717000,157895008,1.581,3083000,N/A,2.369,1.858,1.823,1.277,5.14,2.25,103644,61889,N/A,0.058823586,0.21835,0.28811002,12.24,14.192,6.785,9.01575,1.25,4,-0.12041,-0.31164,-4.857,-0.45,-0.25,40973000
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,United States,USD,NMS,https://www.aciworldwide.com,55.72,5844414976,6701469184,26.407585,21.85098,N/A,4.3946686,3.6125405,12.679,15.203,0.244,1.207,0.26048002,0.52196,0.28375,0.14042,N/A,N/A,N/A,N/A,N/A,283791616,318008992,177860000,1.696,1034934016,N/A,77.836,1.557,0.864,1.194,59.6,24.76,689538,470759,N/A,1.087338,0.0088599995,1.00352,3.78,68.0,60.0,64.2,2.0,5,0.07356,0.17883,15.903,2.11,2.03,1617812992
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,NMS,https://www.axcelis.com,73.28,2382046976,1877217792,10.840236,14.894308,N/A,2.441446,2.2143414,30.015,32.975,-0.122,-0.251,0.22760001,0.44279,0.18285,0.20646,N/A,N/A,N/A,N/A,N/A,164246624,193612992,579406976,17.825,74577000,N/A,7.644,4.448,3.024,1.599,158.61,69.35,658257,580395,N/A,-0.44686818,0.01195,0.96336997,7.6,125.0,100.0,115.0,1.85714,4,0.11581001,0.25002,7.667,6.76,5.41,1075736064
ACLX,"Arcellx, Inc.",Healthcare,Biotechnology,United States,USD,NMS,https://www.arcellx.com,87.22,4716395520,4207470592,N/A,-39.031593,N/A,9.749609,30.268618,8.946,2.982,0.74,N/A,-0.41907,0.95264,-1.29143,-0.25942,N/A,N/A,N/A,N/A,N/A,37498500,20811000,574254016,10.62,65332000,N/A,13.526,4.286,4.216,0.265,107.37,46.42,542419,324138,N/A,0.637012,0.12623,0.93197,8.11,134.0,73.0,111.8125,1.31579,16,-0.06292,-0.10792,-64.434,-0.71,-2.25,155818000
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,United States,USD,NGM,https://www.acmrcsh.com,19.18,1201201280,1152892160,14.421052,9.835897,N/A,1.3507043,1.6478107,14.2,11.812,0.21,0.18,0.1916,0.4936,0.21661,0.1238,N/A,N/A,N/A,N/A,N/A,-99388128,25502000,374127008,5.974,176214000,N/A,16.483,2.369,1.316,1.537,34.4,13.94,1301376,901477,N/A,0.07976878,0.1541,0.58727,2.72,38.0,25.0,32.125,1.5,8,0.05086,0.118590005,8.254,1.33,1.95,728968000
ACNB,ACNB Corporation,Financial Services,Banks - Regional,United States,USD,NCM,https://www.acnb.com,47.62,407085280,644194496,13.843022,11.895097,N/A,1.3270539,3.8259535,35.884,12.525,-0.011,-0.208,N/A,N/A,0.40557998,0.27582002,1.28,0.0271,0.36049998,3.38,1732838400,N/A,42687000,58092000,6.795,295200992,N/A,N/A,N/A,N/A,0.595,50.72,30.24,17476,23275,N/A,0.19842482,0.04237,0.36301,16.98,53.0,37.0,47.66667,1.66667,3,0.012200001,0.104370005,N/A,3.44,3.85,106401000
ACNT,Ascent Industries Co.,Basic Materials,Steel,United States,USD,NGM,https://www.ascentco.com,10.33,104260688,124447024,N/A,12.912499,N/A,0.9708646,0.57203114,10.64,18.018,-0.003,N/A,-0.0547,0.050619997,-0.00391,-0.07249,N/A,N/A,N/A,2.32,1543449600,46741752,7435000,3595000,0.355,32667000,N/A,32.33,3.163,1.256,0.794,11.19,7.2,56274,20247,N/A,0.28083026,0.23431,0.31316,0.29,N/A,N/A,N/A,N/A,N/A,-0.056209996,-0.24615,-12.482,-1.87,0.8,182264000
ACON,"Aclarion, Inc.",Healthcare,Health Information Services,United States,USD,NCM,https://www.aclarion.com,0.1789,1866141,960522,N/A,-0.24506849,N/A,N/A,34.592117,-0.882,0.015,-0.357,N/A,N/A,-0.51526,-103.50571,N/A,N/A,N/A,N/A,N/A,N/A,-3944406,-4979390,1222687,0.142,777087,N/A,47.321,1.28,0.859,0.396,7.392,0.16,498703,77440,N/A,-0.9592593,0.097679995,0.03575,0.77,1.5,1.0,1.25,N/A,2,-1.15333,-7.14178,-0.212,-2.4,-0.54,53947
ACONW,"Aclarion, Inc.",Healthcare,Health Information Services,United States,USD,NCM,https://www.aclarion.com,0.0305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.882,0.015,-0.357,N/A,N/A,-0.51526,-103.50571,N/A,N/A,N/A,N/A,N/A,N/A,-3944406,-4979390,1222687,0.142,777087,N/A,47.321,1.28,0.859,0.396,0.0305,0.0305,N/A,850,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.15333,-7.14178,N/A,-6.576,N/A,53947
ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Diagnostics & Research,United States,USD,NMS,https://www.aclaristx.com,4.32,308581472,157389536,N/A,-8.181819,N/A,2.371021,11.3956,1.822,0.381,-0.532,N/A,-2.29706,-2.8403602,-2.22526,-1.3665199,N/A,N/A,N/A,N/A,N/A,-22053376,-17898000,127722000,1.788,2245000,N/A,1.725,7.033,6.806,0.116,5.17,0.77,2032880,2925877,N/A,3.7199044,0.026589999,0.73532,3.56,13.0,3.0,7.6,2.0,5,-0.19393,-0.25833,-2.53,-0.52,-0.58,27079000
ACRV,"Acrivon Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NGM,https://www.acrivon.com,6.44,200517776,83540448,N/A,-2.17778,N/A,1.1968036,N/A,5.381,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-31308376,-53158000,180536992,5.829,4221000,N/A,1.954,16.161,15.999,N/A,11.9,3.19,89566,27048,N/A,0.6927084,0.22387,0.75978,15.38,30.0,16.0,21.55556,1.5,9,-0.24414,-0.37784,-1.106,-2.66,-2.7,N/A
ACST,"Grace Therapeutics, Inc.",Healthcare,Biotechnology,United States,USD,NCM,https://www.acastipharma.com,3.37,34171460,13139954,N/A,-2.674603,N/A,0.5755764,N/A,5.855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-5580375,-9689000,19409000,1.914,N/A,N/A,N/A,7.857,7.618,1.523,3.6,1.98,33247,27682,N/A,0.507177,0.38391,0.21226999,3.84,7.97,7.97,7.97,2.0,1,-0.116210006,-0.18556999,-0.99,-1.43,-1.26,N/A
